gpu_name,url,graphics_processor.gpu_name,graphics_processor.gpu_variant,graphics_processor.architecture,graphics_processor.foundry,graphics_processor.process_size,graphics_processor.transistors,graphics_processor.die_size,graphics_card.release_date,graphics_card.availability,graphics_card.generation,graphics_card.predecessor,graphics_card.successor,graphics_card.production,graphics_card.launch_price,graphics_card.current_price,graphics_card.bus_interface,graphics_card.reviews,clock_speeds.base_clock,clock_speeds.boost_clock,clock_speeds.soc_clock,clock_speeds.uvd_clock,clock_speeds.memory_clock,memory.memory_size,memory.memory_type,memory.memory_bus,memory.bandwidth,render_config.shading_units,render_config.tmus,render_config.rops,render_config.compute_units,render_config.rt_cores,render_config.l0_cache,render_config.l1_cache,render_config.l2_cache,render_config.l3_cache,theoretical_performance.pixel_rate,theoretical_performance.texture_rate,theoretical_performance.fp16_(half)_performance,theoretical_performance.fp32_(float)_performance,theoretical_performance.fp64_(double)_performance,board_design.slot_width,board_design.length,board_design.width,board_design.height,board_design.tdp,board_design.suggested_psu,board_design.outputs,board_design.power_connectors,board_design.part_number,board_design.board_number,graphics_features.directx,graphics_features.opengl,graphics_features.opencl,graphics_features.vulkan,graphics_features.pixel_shader,graphics_features.vertex_shader
AMD Radeon Pro 5700,https://www.techpowerup.com/gpu-specs/radeon-pro-5700.c3663,Navi 10,Navi 10 XLA,RDNA 1.0,TSMC,7 nm,"10,300 million",251 mm²,"Aug 4th, 2020",,"Radeon Pro Mac
(Navi Series)",,,Active,,,PCIe 4.0 x16,,1243 MHz,1350 MHz,,,"1500 MHz
										
					12 Gbps effective",8 GB,GDDR6,256 bit,384.0 GB/s,2304,144,64,36,,,,4 MB,,86.40 GPixel/s,194.4 GTexel/s,12.44 TFLOPS (2:1),6.221 TFLOPS,388.8 GFLOPS (1:16),IGP,,,,130 W,300 W,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon Pro 5700 XT,https://www.techpowerup.com/gpu-specs/radeon-pro-5700-xt.c3662,Navi 10,Navi 10 XTA,RDNA 1.0,TSMC,7 nm,"10,300 million",251 mm²,"Aug 4th, 2020",,"Radeon Pro Mac
(Navi Series)",,,Active,,,PCIe 4.0 x16,,1243 MHz,1499 MHz,,,"1500 MHz
										
					12 Gbps effective",16 GB,GDDR6,256 bit,384.0 GB/s,2560,160,64,40,,,,4 MB,,95.94 GPixel/s,239.8 GTexel/s,15.35 TFLOPS (2:1),7.675 TFLOPS,479.7 GFLOPS (1:16),IGP,,,,130 W,300 W,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon Pro V520,https://www.techpowerup.com/gpu-specs/radeon-pro-v520.c3755,Navi 12,Navi 12,RDNA 1.0,TSMC,7 nm,unknown,unknown,"Dec 1st, 2020",,"Radeon Pro
(Navi Series)",,,Active,,,PCIe 4.0 x16,,1000 MHz,1600 MHz,,,"1000 MHz
										
					2 Gbps effective",8 GB,HBM2,2048 bit,512.0 GB/s,2304,144,64,36,,,,4 MB,,102.4 GPixel/s,230.4 GTexel/s,14.75 TFLOPS (2:1),7.373 TFLOPS,460.8 GFLOPS (1:16),Dual-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,225 W,550 W,No outputs,1x 8-pin,,,12 (12_1),4.6,2.2,1.3,,
AMD Radeon Pro VII,https://www.techpowerup.com/gpu-specs/radeon-pro-vii.c3575,Vega 20,Vega 20 GL XT,GCN 5.1,TSMC,7 nm,"13,230 million",331 mm²,"May 13th, 2020",,"Radeon Pro
(Vega Series)",,,Active,"1,899 USD",,PCIe 4.0 x16,,1400 MHz,1700 MHz,,,"1000 MHz
										
					2 Gbps effective",16 GB,HBM2,4096 bit,"1,024 GB/s",3840,240,64,60,,,16 KB (per CU),4 MB,,108.8 GPixel/s,408.0 GTexel/s,26.11 TFLOPS (2:1),13.06 TFLOPS,6.528 TFLOPS (1:2),Dual-slot,"305 mm
					12 inches","111 mm
					4.4 inches",,250 W,600 W,6x mini-DisplayPort 1.4a,1x 6-pin + 1x 8-pin,,D360-37,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Pro W5500,https://www.techpowerup.com/gpu-specs/radeon-pro-w5500.c3479,Navi 14,Navi 14 PRO XL,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Feb 10th, 2020",,"Radeon Pro
(Navi Series)",,,Active,399 USD,,PCIe 4.0 x8,,1744 MHz,1855 MHz,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,128 bit,224.0 GB/s,1408,88,32,22,,,,2 MB,,59.36 GPixel/s,163.2 GTexel/s,10.45 TFLOPS (2:1),5.224 TFLOPS,326.5 GFLOPS (1:16),Single-slot,"241 mm
					9.5 inches","111 mm
					4.4 inches",,125 W,300 W,4x DisplayPort 1.4a,1x 6-pin,,D325-87,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 5300,https://www.techpowerup.com/gpu-specs/radeon-rx-5300.c3584,Navi 14,Navi 14 XE,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"May 28th, 2020",,"Navi
(RX 5000)",Vega,Navi II,Active,129 USD,,PCIe 4.0 x8,,1327 MHz,1645 MHz,,,"1750 MHz
										
					14 Gbps effective",3 GB,GDDR6,96 bit,168.0 GB/s,1408,88,32,22,,,,1536 KB,,52.64 GPixel/s,144.8 GTexel/s,9.265 TFLOPS (2:1),4.632 TFLOPS,289.5 GFLOPS (1:16),Dual-slot,"180 mm
					7.1 inches",,,100 W,300 W,1x HDMI 2.13x DisplayPort 1.4a,1x 6-pin,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 5600 OEM,https://www.techpowerup.com/gpu-specs/radeon-rx-5600-oem.c3475,Navi 10,Navi 10 XE,RDNA 1.0,TSMC,7 nm,"10,300 million",251 mm²,"Jan 21st, 2020",,"Navi
(RX 5000)",Vega,Navi II,Active,,,PCIe 4.0 x16,,1130 MHz,1560 MHz,,,"1500 MHz
										
					12 Gbps effective",6 GB,GDDR6,192 bit,288.0 GB/s,2048,128,64,32,,,,3 MB,,99.84 GPixel/s,199.7 GTexel/s,12.78 TFLOPS (2:1),6.390 TFLOPS,399.4 GFLOPS (1:16),Dual-slot,,,,150 W,450 W,1x HDMI 2.13x DisplayPort 1.4a,1x 8-pin,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 5600 XT,https://www.techpowerup.com/gpu-specs/radeon-rx-5600-xt.c3474,Navi 10,"Navi 10 XLE
										
(215-0917338)",RDNA 1.0,TSMC,7 nm,"10,300 million",251 mm²,"Jan 21st, 2020",,"Navi
(RX 5000)",Vega,Navi II,Active,279 USD,,PCIe 4.0 x16,78 in our database,1130 MHz,1560 MHz,,,"1500 MHz
										
					12 Gbps effective",6 GB,GDDR6,192 bit,288.0 GB/s,2304,144,64,36,,,,3 MB,,99.84 GPixel/s,224.6 GTexel/s,14.38 TFLOPS (2:1),7.188 TFLOPS,449.3 GFLOPS (1:16),Dual-slot,"267 mm
					10.5 inches",,,150 W,450 W,1x HDMI 2.13x DisplayPort 1.4a,1x 8-pin,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 590 GME,https://www.techpowerup.com/gpu-specs/radeon-rx-590-gme.c3505,Polaris 20,"Polaris 20 XTR
										
(215-0910066)",GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Mar 9th, 2020",,"Polaris
(RX 500)",Arctic Islands,Vega,Active,,,PCIe 3.0 x16,,1257 MHz,1380 MHz,,,"2000 MHz
										
					8 Gbps effective",8 GB,GDDR5,256 bit,256.0 GB/s,2304,144,32,36,,,16 KB (per CU),2 MB,,44.16 GPixel/s,198.7 GTexel/s,6.359 TFLOPS (1:1),6.359 TFLOPS,397.4 GFLOPS (1:16),Dual-slot,"241 mm
					9.5 inches",,,175 W,450 W,1x HDMI 2.0b3x DisplayPort 1.4a,1x 8-pin,,C940,12 (12_0),4.6,2.1,1.2,,
AMD Radeon RX 6800,https://www.techpowerup.com/gpu-specs/radeon-rx-6800.c3713,Navi 21,"Navi 21 XL
										
(215-121000187)",RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Oct 28th, 2020","Nov 18th, 2020","Navi II
(RX 6000)",Navi,Navi III,Active,579 USD,,PCIe 4.0 x16,22 in our database,1700 MHz,2105 MHz,,,"2000 MHz
										
					16 Gbps effective",16 GB,GDDR6,256 bit,512.0 GB/s,3840,240,96,60,60,32 KB per WGP,128 KB per Array,4 MB,128 MB,202.1 GPixel/s,505.2 GTexel/s,32.33 TFLOPS (2:1),16.17 TFLOPS,"1,010 GFLOPS (1:16)",Dual-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches","40 mm
					1.6 inches",250 W,600 W,1x HDMI 2.12x DisplayPort 1.4a1x USB Type-C,2x 8-pin,102-D41209,109-D412A7,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon RX 6800 XT,https://www.techpowerup.com/gpu-specs/radeon-rx-6800-xt.c3694,Navi 21,"Navi 21 XT
										
(215-121000177)",RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Oct 28th, 2020","Nov 18th, 2020","Navi II
(RX 6000)",Navi,Navi III,Active,649 USD,,PCIe 4.0 x16,57 in our database,1825 MHz,2250 MHz,,,"2000 MHz
										
					16 Gbps effective",16 GB,GDDR6,256 bit,512.0 GB/s,4608,288,128,72,72,32 KB per WGP,128 KB per Array,4 MB,128 MB,288.0 GPixel/s,648.0 GTexel/s,41.47 TFLOPS (2:1),20.74 TFLOPS,"1,296 GFLOPS (1:16)",Dual-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches","50 mm
					2 inches",300 W,700 W,1x HDMI 2.12x DisplayPort 1.4a1x USB Type-C,2x 8-pin,102-D41205,109-D412A7,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon RX 6900 XT,https://www.techpowerup.com/gpu-specs/radeon-rx-6900-xt.c3481,Navi 21,"Navi 21 XTX
										
(215-121000167)",RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Oct 28th, 2020","Dec 8th, 2020","Navi II
(RX 6000)",Navi,Navi III,Active,999 USD,,PCIe 4.0 x16,33 in our database,1825 MHz,2250 MHz,,,"2000 MHz
										
					16 Gbps effective",16 GB,GDDR6,256 bit,512.0 GB/s,5120,320,128,80,80,32 KB per WGP,128 KB per Array,4 MB,128 MB,288.0 GPixel/s,720.0 GTexel/s,46.08 TFLOPS (2:1),23.04 TFLOPS,"1,440 GFLOPS (1:16)",Triple-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches","50 mm
					2 inches",300 W,700 W,1x HDMI 2.12x DisplayPort 1.4a1x USB Type-C,2x 8-pin,102-D412,109-D412A7,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon RX 6900 XTX,https://www.techpowerup.com/gpu-specs/radeon-rx-6900-xtx.c3800,Navi 21,"Navi 21 XTXH
										
(215-121000247)",RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,Never Released,,"Navi II
(RX 6000)",Navi,Navi III,Active,,,PCIe 4.0 x16,,2075 MHz,2435 MHz,,,"2250 MHz
										
					18 Gbps effective",16 GB,GDDR6,256 bit,576.0 GB/s,5120,320,128,80,80,32 KB per WGP,128 KB per Array,4 MB,128 MB,311.7 GPixel/s,779.2 GTexel/s,49.87 TFLOPS (2:1),24.93 TFLOPS,1.558 TFLOPS (1:16),Dual-slot,"267 mm
					10.5 inches","135 mm
					5.3 inches","50 mm
					2 inches",330 W,700 W,1x HDMI 2.12x DisplayPort 1.4a1x USB Type-C,2x 8-pin,102-D412,,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Xbox Series S GPU,https://www.techpowerup.com/gpu-specs/xbox-series-s-gpu.c3683,Lockhart,,RDNA 2.0,TSMC,7 nm,"8,000 million",197 mm²,"Nov 10th, 2020",,"Console GPU
(Microsoft)",,,Active,299 USD,,,,,,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,128 bit,224.0 GB/s,1280,80,32,20,,,,4 MB,,50.08 GPixel/s,125.2 GTexel/s,8.013 TFLOPS (2:1),4.006 TFLOPS,250.4 GFLOPS (1:16),,"274 mm
					10.8 inches","151 mm
					5.9 inches","64 mm
					2.5 inches",100 W,,No outputs,,,,12 Ultimate (12_2),4.6,1.2,1.2,,
AMD Xbox Series X GPU,https://www.techpowerup.com/gpu-specs/xbox-series-x-gpu.c3482,Scarlett,,RDNA 2.0,TSMC,7 nm,"15,300 million",360 mm²,"Nov 10th, 2020",,"Console GPU
(Microsoft)",,,Active,499 USD,,,,,,,,"1750 MHz
										
					14 Gbps effective",10 GB,GDDR6,320 bit,560.0 GB/s,3328,208,64,52,,,,5 MB,,116.8 GPixel/s,379.6 GTexel/s,24.29 TFLOPS (2:1),12.15 TFLOPS,759.2 GFLOPS (1:16),,"301 mm
					11.9 inches","151 mm
					5.9 inches","151 mm
					5.9 inches",200 W,,No outputs,,,,12 Ultimate (12_2),4.6,1.2,1.2,,
AMD Radeon Graphics 320SP,https://www.techpowerup.com/gpu-specs/radeon-graphics-320sp.c3613,Renoir,,GCN 5.1,TSMC,7 nm,"9,800 million",156 mm²,"Jan 6th, 2020",,"Renoir
(Vega Mobile)",Picasso,Cezanne,Active,,,IGP,,400 MHz,1400 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,320,20,8,5,,,,,,11.20 GPixel/s,28.00 GTexel/s,1.792 TFLOPS (2:1),896.0 GFLOPS,56.00 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Graphics 384SP,https://www.techpowerup.com/gpu-specs/radeon-graphics-384sp.c3511,Renoir,,GCN 5.1,TSMC,7 nm,"9,800 million",156 mm²,"Jan 6th, 2020",,"Renoir
(Vega Mobile)",Picasso,Cezanne,Active,,,IGP,,400 MHz,1500 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6,,,,,,12.00 GPixel/s,36.00 GTexel/s,2.304 TFLOPS (2:1),"1,152 GFLOPS",72.00 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Graphics 448SP,https://www.techpowerup.com/gpu-specs/radeon-graphics-448sp.c3510,Renoir,,GCN 5.1,TSMC,7 nm,"9,800 million",156 mm²,"Jan 6th, 2020",,"Renoir
(Vega Mobile)",Picasso,Cezanne,Active,,,IGP,,400 MHz,1600 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,448,28,8,7,,,,,,12.80 GPixel/s,44.80 GTexel/s,2.867 TFLOPS (2:1),"1,434 GFLOPS",89.60 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Graphics 512SP,https://www.techpowerup.com/gpu-specs/radeon-graphics-512sp.c3587,Renoir,,GCN 5.1,TSMC,7 nm,"9,800 million",156 mm²,"Mar 7th, 2020",,"Renoir
(Vega Mobile)",Picasso,Cezanne,Active,,,IGP,,400 MHz,1750 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8,,,,,,14.00 GPixel/s,56.00 GTexel/s,3.584 TFLOPS (2:1),1.792 TFLOPS,112.0 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Graphics 512SP,https://www.techpowerup.com/gpu-specs/radeon-graphics-512sp.c3667,Renoir,,GCN 5.1,TSMC,7 nm,"9,800 million",156 mm²,Unknown,,"Renoir
(Vega Mobile)",Picasso,Cezanne,Active,,,IGP,,400 MHz,1800 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8,,,,,,14.40 GPixel/s,57.60 GTexel/s,3.686 TFLOPS (2:1),1.843 TFLOPS,115.2 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Pro 5600M,https://www.techpowerup.com/gpu-specs/radeon-pro-5600m.c3612,Navi 12,Navi 12,RDNA 1.0,TSMC,7 nm,unknown,unknown,"Jun 15th, 2020",,"Radeon Pro Mac
(Navi Mobile)",,,Active,,,PCIe 4.0 x16,,1000 MHz,1035 MHz,,,"770 MHz
										
					1540 Mbps effective",8 GB,HBM2,2048 bit,394.2 GB/s,2560,160,64,40,,,,4 MB,,66.24 GPixel/s,165.6 GTexel/s,10.60 TFLOPS (2:1),5.299 TFLOPS,331.2 GFLOPS (1:16),IGP,,,,50 W,,No outputs,None,,,12 (12_1),4.6,2.2,1.3,,
AMD Radeon Pro W5500M,https://www.techpowerup.com/gpu-specs/radeon-pro-w5500m.c3478,Navi 14,Navi 14 PRO XTM,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Feb 10th, 2020",,"Radeon Pro Mobile
(W5x00M)",,,Active,,,PCIe 4.0 x8,,1000 MHz,1700 MHz,,,"1750 MHz
										
					14 Gbps effective",4 GB,GDDR6,128 bit,224.0 GB/s,1408,88,32,22,,,,2 MB,,54.40 GPixel/s,149.6 GTexel/s,9.574 TFLOPS (2:1),4.787 TFLOPS,299.2 GFLOPS (1:16),,,,,85 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 5600M,https://www.techpowerup.com/gpu-specs/radeon-rx-5600m.c3492,Navi 10,Navi 10 XME,RDNA 1.0,TSMC,7 nm,"10,300 million",251 mm²,"Jul 7th, 2020",,"Mobility Radeon
(Navi)",Crystal System,,Active,,,PCIe 4.0 x16,,1035 MHz,1265 MHz,,,"1500 MHz
										
					12 Gbps effective",6 GB,GDDR6,192 bit,288.0 GB/s,2304,144,64,36,,,,3 MB,,80.96 GPixel/s,182.2 GTexel/s,11.66 TFLOPS (2:1),5.829 TFLOPS,364.3 GFLOPS (1:16),IGP,,,,150 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 5700M,https://www.techpowerup.com/gpu-specs/radeon-rx-5700m.c3476,Navi 10,Navi 10 XML,RDNA 1.0,TSMC,7 nm,"10,300 million",251 mm²,"Mar 1st, 2020",,"Mobility Radeon
(Navi)",Crystal System,,Active,,,PCIe 4.0 x16,,1465 MHz,1720 MHz,,,"1500 MHz
										
					12 Gbps effective",8 GB,GDDR6,256 bit,384.0 GB/s,2304,144,64,36,,,,8 MB,,110.1 GPixel/s,247.7 GTexel/s,15.85 TFLOPS (2:1),7.926 TFLOPS,495.4 GFLOPS (1:16),,,,,180 W,,1x HDMI 2.13x DisplayPort 1.4a,1x 6-pin + 1x 8-pin,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon Vega 3 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-3-mobile.c3592,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 6th, 2020",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,12,4,3,,,,,,4.000 GPixel/s,12.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,24.00 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Instinct MI210,https://www.techpowerup.com/gpu-specs/radeon-instinct-mi210.c3857,Aldebaran,Aldebaran,CDNA 2.0,TSMC,6 nm,"58,200 million",unknown,Dec 2021,,"Radeon Instinct
(MIx)",,,Active,,,PCIe 4.0 x16,,1000 MHz,1700 MHz,,,"1600 MHz
										
					3.2 Gbps effective",64 GB,HBM2e,4096 bit,"1,638 GB/s",6656,416,0,104,,,16 KB (per CU),16 MB,,0 MPixel/s,707.2 GTexel/s,181.0 TFLOPS (8:1),22.63 TFLOPS,22.63 TFLOPS (1:1),Dual-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,300 W,700 W,No outputs,2x 8-pin,,,N/A,N/A,3.0,N/A,,
AMD Radeon Instinct MI250,https://www.techpowerup.com/gpu-specs/radeon-instinct-mi250.c3847,Aldebaran,Aldebaran,CDNA 2.0,TSMC,6 nm,"58,200 million",unknown,"Nov 8th, 2021",,"Radeon Instinct
(MIx)",,,Active,,,PCIe 4.0 x16,,1000 MHz,1700 MHz,,,"1600 MHz
										
					3.2 Gbps effective",128 GB,HBM2e,8192 bit,"3,277 GB/s",13312,832,0,208,,,16 KB (per CU),16 MB,,0 MPixel/s,"1,414 GTexel/s",362.1 TFLOPS (8:1),45.26 TFLOPS,45.26 TFLOPS (1:1),Dual-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,500 W,900 W,No outputs,2x 8-pin,,,N/A,N/A,3.0,N/A,,
AMD Radeon Instinct MI250X,https://www.techpowerup.com/gpu-specs/radeon-instinct-mi250x.c3837,Aldebaran,Aldebaran XT,CDNA 2.0,TSMC,6 nm,"58,200 million",unknown,"Nov 8th, 2021",,"Radeon Instinct
(MIx)",,,unknown,,,PCIe 4.0 x16,,1000 MHz,1700 MHz,,,"1600 MHz
										
					3.2 Gbps effective",128 GB,HBM2e,8192 bit,"3,277 GB/s",14080,880,0,220,,,16 KB (per CU),16 MB,,0 MPixel/s,"1,496 GTexel/s",383.0 TFLOPS (8:1),47.87 TFLOPS,47.87 TFLOPS (1:1),Dual-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,500 W,900 W,No outputs,2x 8-pin,,,N/A,N/A,3.0,N/A,,
AMD Radeon Pro V620,https://www.techpowerup.com/gpu-specs/radeon-pro-v620.c3846,Navi 21,"Navi 21 XT
										
(215-121000177)",RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Nov 4th, 2021",,"Radeon Pro
(Navi II Series)",,,Active,,,PCIe 4.0 x16,,1825 MHz,2200 MHz,,,"2000 MHz
										
					16 Gbps effective",32 GB,GDDR6,256 bit,512.0 GB/s,4608,288,128,72,72,32 KB per WGP,128 KB per Array,4 MB,128 MB,281.6 GPixel/s,633.6 GTexel/s,40.55 TFLOPS (2:1),20.28 TFLOPS,"1,267 GFLOPS (1:16)",Dual-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches","50 mm
					2 inches",300 W,700 W,No outputs,2x 8-pin,,,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon Pro W6600,https://www.techpowerup.com/gpu-specs/radeon-pro-w6600.c3818,Navi 23,,RDNA 2.0,TSMC,7 nm,"11,060 million",237 mm²,"Jun 8th, 2021","Jul, 2021","Radeon Pro
(Navi II Series)",,,Active,649 USD,,PCIe 4.0 x8,,2331 MHz,2580 MHz,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,128 bit,224.0 GB/s,1792,112,64,28,28,32 KB per WGP,128 KB per Array,2 MB,32 MB,165.1 GPixel/s,289.0 GTexel/s,18.49 TFLOPS (2:1),9.247 TFLOPS,577.9 GFLOPS (1:16),Single-slot,"241 mm
					9.5 inches",,,100 W,300 W,4x DisplayPort 1.4a,1x 6-pin,,,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon Pro W6800,https://www.techpowerup.com/gpu-specs/radeon-pro-w6800.c3809,Navi 21,,RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Jun 8th, 2021",,"Radeon Pro
(Navi II Series)",,,Active,"2,249 USD",,PCIe 4.0 x16,,2075 MHz,2320 MHz,,,"2000 MHz
										
					16 Gbps effective",32 GB,GDDR6,256 bit,512.0 GB/s,3840,240,96,60,60,32 KB per WGP,128 KB per Array,4 MB,128 MB,222.7 GPixel/s,556.8 GTexel/s,35.64 TFLOPS (2:1),17.82 TFLOPS,"1,114 GFLOPS (1:16)",Dual-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches","50 mm
					2 inches",250 W,600 W,6x mini-DisplayPort 1.4a,1x 6-pin + 1x 8-pin,102-D16487,D164,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon Pro W6800X,https://www.techpowerup.com/gpu-specs/radeon-pro-w6800x.c3826,Navi 21,Navi 21 Pro-XLA,RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Aug 3rd, 2021",,"Radeon Pro Mac
(Navi II Series)",,,Active,,,PCIe 4.0 x16,,1800 MHz,2075 MHz,,,"2000 MHz
										
					16 Gbps effective",32 GB,GDDR6,256 bit,512.0 GB/s,3840,240,96,60,60,32 KB per WGP,128 KB per Array,4 MB,128 MB,199.2 GPixel/s,498.0 GTexel/s,31.87 TFLOPS (2:1),15.94 TFLOPS,996.0 GFLOPS (1:16),Quad-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches",,400 W,800 W,1x HDMI 2.14x Thunderbolt,None,,,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon Pro W6800X Duo,https://www.techpowerup.com/gpu-specs/radeon-pro-w6800x-duo.c3824,Navi 21,Navi 21 Pro-XLA,RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Aug 3rd, 2021",,"Radeon Pro Mac
(Navi II Series)",,,Active,"4,999 USD",,PCIe 4.0 x16,,1800 MHz,1975 MHz,,,"2000 MHz
										
					16 Gbps effective",32 GB,GDDR6,256 bit,512.0 GB/s,3840,240,96,60,60,32 KB per WGP,128 KB per Array,4 MB,128 MB,189.6 GPixel/s,474.0 GTexel/s,30.34 TFLOPS (2:1),15.17 TFLOPS,948.0 GFLOPS (1:16),Quad-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches",,400 W,800 W,1x HDMI 2.14x Thunderbolt,None,,,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon Pro W6900X,https://www.techpowerup.com/gpu-specs/radeon-pro-w6900x.c3825,Navi 21,Navi 21 Pro-XTA,RDNA 2.0,TSMC,7 nm,"26,800 million",520 mm²,"Aug 3rd, 2021",,"Radeon Pro Mac
(Navi II Series)",,,Active,,,PCIe 4.0 x16,,1825 MHz,2150 MHz,,,"2000 MHz
										
					16 Gbps effective",32 GB,GDDR6,256 bit,512.0 GB/s,5120,320,128,80,80,32 KB per WGP,128 KB per Array,4 MB,128 MB,275.2 GPixel/s,688.0 GTexel/s,44.03 TFLOPS (2:1),22.02 TFLOPS,"1,376 GFLOPS (1:16)",Quad-slot,"267 mm
					10.5 inches","120 mm
					4.7 inches",,300 W,700 W,1x HDMI 2.14x Thunderbolt,None,,,12 Ultimate (12_2),4.6,2.1,1.3,,
AMD Radeon RX 6600,https://www.techpowerup.com/gpu-specs/radeon-rx-6600.c3696,Navi 23,"Navi 23 XL
										
(215-130000016)",RDNA 2.0,TSMC,7 nm,"11,060 million",237 mm²,"Oct 13th, 2021",,"Navi II
(RX 6000)",Navi,Navi III,Active,329 USD,,PCIe 4.0 x8,21 in our database,1626 MHz,2491 MHz,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,128 bit,224.0 GB/s,1792,112,64,28,28,32 KB per WGP,128 KB per Array,2 MB,32 MB,159.4 GPixel/s,279.0 GTexel/s,17.86 TFLOPS (2:1),8.928 TFLOPS,558.0 GFLOPS (1:16),Dual-slot,"190 mm
					7.5 inches","110 mm
					4.3 inches","40 mm
					1.6 inches",132 W,300 W,1x HDMI 2.13x DisplayPort 1.4a,1x 8-pin,,,12 Ultimate (12_2),4.6,2.1,1.3,,
